[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]
************************************************************************************************************
Task  0
************************************************************************************************************

### Creating new features  task: 0 ###
New features norm: 1.000
------------------------------------------------------------------------------------------------------------
>>> Train on task  0 : loss=0.000 | TAw acc= 99.6%, forg=  0.0%| TAg acc= 99.6%, forg=  0.0% <<<
>>> Test on task  0 : loss=0.000 | TAw acc= 99.7%, forg=  0.0%| TAg acc= 99.7%, forg=  0.0% <<<
Save at ../results/mnist_evo_02.26/alpha=10
************************************************************************************************************
Task  1
************************************************************************************************************
### Training model task: 1 ###
Epoch: 0, Total: 0.89, CE: 0.88, Adapter: 0.000, Wd: 0.02 Old: 0.41 New: 0.98
Epoch: 1, Total: 0.76, CE: 0.74, Adapter: 0.000, Wd: 0.02 Old: 0.35 New: 1.06
Epoch: 2, Total: 0.70, CE: 0.68, Adapter: 0.000, Wd: 0.02 Old: 0.35 New: 1.11
Epoch: 3, Total: 0.67, CE: 0.64, Adapter: 0.000, Wd: 0.03 Old: 0.29 New: 1.21
Epoch: 4, Total: 0.65, CE: 0.62, Adapter: 0.000, Wd: 0.03 Old: 0.32 New: 1.12
Epoch: 5, Total: 0.63, CE: 0.60, Adapter: 0.000, Wd: 0.03 Old: 0.32 New: 1.12
Epoch: 6, Total: 0.62, CE: 0.59, Adapter: 0.000, Wd: 0.03 Old: 0.30 New: 1.16
Epoch: 7, Total: 0.61, CE: 0.58, Adapter: 0.000, Wd: 0.04 Old: 0.30 New: 1.16
Epoch: 8, Total: 0.60, CE: 0.57, Adapter: 0.000, Wd: 0.04 Old: 0.31 New: 1.16
Epoch: 9, Total: 0.60, CE: 0.56, Adapter: 0.000, Wd: 0.04 Old: 0.30 New: 1.12
Epoch: 10, Total: 0.59, CE: 0.55, Adapter: 0.087, Wd: 0.04 Old: 0.36 New: 1.02
Epoch: 11, Total: 0.59, CE: 0.54, Adapter: 0.307, Wd: 0.04 Old: 0.40 New: 0.93
Epoch: 12, Total: 0.58, CE: 0.53, Adapter: 0.561, Wd: 0.04 Old: 0.44 New: 0.92
Epoch: 13, Total: 0.57, CE: 0.52, Adapter: 0.806, Wd: 0.04 Old: 0.48 New: 0.86
Epoch: 14, Total: 0.57, CE: 0.51, Adapter: 1.044, Wd: 0.04 Old: 0.49 New: 0.84
Epoch: 15, Total: 0.56, CE: 0.50, Adapter: 1.294, Wd: 0.05 Old: 0.49 New: 0.80
Epoch: 16, Total: 0.56, CE: 0.49, Adapter: 1.527, Wd: 0.05 Old: 0.52 New: 0.81
Epoch: 17, Total: 0.55, CE: 0.49, Adapter: 1.749, Wd: 0.05 Old: 0.55 New: 0.80
Epoch: 18, Total: 0.55, CE: 0.48, Adapter: 1.943, Wd: 0.05 Old: 0.58 New: 0.69
Epoch: 19, Total: 0.54, CE: 0.47, Adapter: 2.136, Wd: 0.05 Old: 0.62 New: 0.70
Epoch: 20, Total: 0.54, CE: 0.47, Adapter: 2.326, Wd: 0.05 Old: 0.58 New: 0.70
Epoch: 21, Total: 0.54, CE: 0.46, Adapter: 2.505, Wd: 0.05 Old: 0.67 New: 0.66
Epoch: 22, Total: 0.53, CE: 0.45, Adapter: 2.672, Wd: 0.05 Old: 0.66 New: 0.66
Epoch: 23, Total: 0.53, CE: 0.45, Adapter: 2.830, Wd: 0.05 Old: 0.66 New: 0.65
Epoch: 24, Total: 0.53, CE: 0.44, Adapter: 2.972, Wd: 0.06 Old: 0.66 New: 0.69
Epoch: 25, Total: 0.53, CE: 0.44, Adapter: 3.106, Wd: 0.06 Old: 0.78 New: 0.64
Epoch: 26, Total: 0.52, CE: 0.43, Adapter: 3.239, Wd: 0.06 Old: 0.70 New: 0.67
Epoch: 27, Total: 0.52, CE: 0.43, Adapter: 3.363, Wd: 0.06 Old: 0.68 New: 0.68
Epoch: 28, Total: 0.52, CE: 0.43, Adapter: 3.476, Wd: 0.06 Old: 0.74 New: 0.63
Epoch: 29, Total: 0.52, CE: 0.42, Adapter: 3.583, Wd: 0.06 Old: 0.69 New: 0.69
Epoch: 30, Total: 0.52, CE: 0.42, Adapter: 3.682, Wd: 0.06 Old: 0.70 New: 0.65
Epoch: 31, Total: 0.51, CE: 0.42, Adapter: 3.769, Wd: 0.06 Old: 0.69 New: 0.66
